instanceID,setId,tenants,transactions,std_transactions
i-0009b7735dea24732,0,48,123377.0,269.838840792055
i-002f7e27ea3e0bc1c,0,48,123286.0,553.8989077440034
i-007e12c9530b8cdea,0,48,122657.66666666667,572.7323400449251
i-008e6f72c7403b5d3,0,48,123779.66666666667,193.71714775242305
i-00ba7a56c944e5a25,0,48,123144.0,246.03251817595168
i-00d71d40b42658392,0,48,123051.0,634.3571549214212
i-01f539b055c2a5d34,0,48,122862.66666666667,83.20056089554699
i-0243a74ede206f760,0,48,123389.0,439.2186243774278
i-02765ba82e12781a4,0,48,123798.33333333333,686.0060738312245
i-02ca0e36a4acaf9fc,0,48,121889.66666666667,449.6235462398906
i-040dfb2d2a1990b9d,0,48,123572.66666666667,383.08006125787176
i-048c3c6548c1a414a,0,48,122087.66666666667,373.9175488437719
i-0507566c757134fb6,0,48,123698.66666666667,1002.6466642508377
i-05e473f8ff82c1527,0,48,122617.33333333333,765.8592124753284
i-067b2519b614c8f9d,0,48,123604.33333333333,422.488264136807
i-06b96f53253b4cc2e,0,48,124621.33333333333,220.45483286454288
i-071a48cf857bce94f,0,48,123231.0,587.1022057529677
i-07379900fe80899d6,0,48,122560.66666666667,442.6029070547717
i-0763ab86e85627573,0,48,114626.66666666667,608.6019498270895
i-07998976f194caa97,0,48,124477.33333333333,521.7837994163216
i-07be1c77f6fdf8eda,0,48,124697.33333333333,580.5017944273143
i-07c76ac1348426483,0,48,120987.0,923.1083360039601
i-0837f0f6a7a42ac68,0,48,123209.66666666667,442.36900132506435
i-084caea7d9c000ba9,0,48,123095.33333333333,661.717714235709
i-08559b79281547ef2,0,48,124267.66666666667,520.7248153615643
i-08e70b514c8c3cd5a,0,48,123006.66666666667,692.404746758235
i-08ff78a502245298a,0,48,123412.33333333333,704.3673284113421
i-095d06d26dd29ecec,0,48,124327.66666666667,755.226014735546
i-0977cb2af690d36fd,0,48,124736.33333333333,697.5738909487158
i-09c658651b17c197e,0,48,121159.33333333333,632.747448302505
i-0ab84c959b473605a,0,48,123040.0,39.395431207184416
i-0aecb3d1daeccc874,0,48,124828.33333333333,399.58144768411586
i-0b138e3642a677559,0,48,123374.33333333333,632.0967752910409
i-0b3a38b18367faa71,0,48,122475.66666666667,179.05958040086443
i-0ba417327f988ba2b,0,48,122970.66666666667,512.4747148234092
i-0bfaa8f4e041c36fa,0,48,124206.66666666667,560.1020740305602
i-0c3e9f9e7b281edfe,0,48,125848.66666666667,118.74903508379859
i-0cc4b604b837f69d9,0,48,123427.0,730.5073579369341
i-0d136c81f43ce8a29,0,48,123526.66666666667,116.74901855404784
i-0d1c421d52c368b29,0,48,123335.66666666667,399.81537405824525
i-0d44050a4e6a71d7c,0,48,124210.0,530.5346360040973
i-0d6feb91baa545931,0,48,121454.66666666667,359.1884370818955
i-0d75b8bf3603b2040,0,48,122447.0,715.2286347735247
i-0dcfa6d3bc470d28d,0,48,124719.66666666667,656.1534373401812
i-0e167bbfcd6a685f5,0,48,122529.66666666667,544.4908937101995
i-0ede59d8254436a40,0,48,123651.33333333333,98.0068024849958
i-0f285214d5c41327e,0,48,123640.66666666667,376.39119720489583
i-0f472084ac3992ad9,0,48,125537.33333333333,638.5266896014067
i-0009b7735dea24732,1,47,124874.66666666667,504.84089902991417
i-002f7e27ea3e0bc1c,1,47,123011.0,60.25777958073132
i-007e12c9530b8cdea,1,47,121913.0,315.9050490258109
i-008e6f72c7403b5d3,1,47,125413.33333333333,278.80877556729405
i-00ba7a56c944e5a25,1,47,124615.33333333333,168.0962026142568
i-00d71d40b42658392,1,47,122821.66666666667,569.6809048347426
i-01f539b055c2a5d34,1,47,124665.66666666667,486.5103630276875
i-0243a74ede206f760,1,47,124727.0,177.75544998677256
i-02765ba82e12781a4,1,47,123073.0,517.6977882896546
i-02ca0e36a4acaf9fc,1,47,122478.0,121.57713600837947
i-040dfb2d2a1990b9d,1,47,123491.0,786.8341629593875
i-048c3c6548c1a414a,1,47,123590.33333333333,98.28699473141542
i-0507566c757134fb6,1,47,124023.66666666667,101.63332786705799
i-05e473f8ff82c1527,1,47,124017.66666666667,492.394489544036
i-067b2519b614c8f9d,1,47,123165.66666666667,376.1573252421544
i-06b96f53253b4cc2e,1,47,124210.0,224.38582842951558
i-071a48cf857bce94f,1,47,122764.33333333333,641.9784523902154
i-07379900fe80899d6,1,47,123157.0,297.2339146194458
i-0763ab86e85627573,1,47,115599.33333333333,53.79900866496632
i-07998976f194caa97,1,47,124298.66666666667,227.8208360386139
i-07be1c77f6fdf8eda,1,47,124603.0,361.0415488555299
i-07c76ac1348426483,1,47,121790.33333333333,320.95534476517736
i-0837f0f6a7a42ac68,1,47,124017.66666666667,247.89177746212857
i-084caea7d9c000ba9,1,47,122709.0,579.3763888872242
i-08559b79281547ef2,1,47,123678.66666666667,147.59855464513475
i-08e70b514c8c3cd5a,1,47,124678.0,193.00777186424386
i-08ff78a502245298a,1,47,124997.33333333333,260.0794750327952
i-095d06d26dd29ecec,1,47,124139.66666666667,691.874506925448
i-0977cb2af690d36fd,1,47,126133.33333333333,430.85535082360747
i-09c658651b17c197e,1,47,122291.0,408.8263690125675
i-0aecb3d1daeccc874,1,47,125058.0,564.6618457094476
i-0b138e3642a677559,1,47,122998.33333333333,186.24267323396265
i-0b3a38b18367faa71,1,47,123844.66666666667,270.0783836839492
i-0ba417327f988ba2b,1,47,122896.0,641.5605972938176
i-0bfaa8f4e041c36fa,1,47,123704.0,622.2483427057078
i-0c3e9f9e7b281edfe,1,47,126649.66666666667,120.86493839543735
i-0cc4b604b837f69d9,1,47,123066.0,401.4523633010522
i-0d136c81f43ce8a29,1,47,124849.33333333333,527.4280361654419
i-0d1c421d52c368b29,1,47,122588.0,187.66193007640095
i-0d44050a4e6a71d7c,1,47,123700.0,103.59054010864119
i-0d6feb91baa545931,1,47,121857.66666666667,456.4562775702965
i-0d75b8bf3603b2040,1,47,123772.0,244.0430289928397
i-0dcfa6d3bc470d28d,1,47,124550.66666666667,775.1930942244843
i-0e167bbfcd6a685f5,1,47,124012.66666666667,310.1891895816687
i-0ede59d8254436a40,1,47,125163.0,234.9212634054227
i-0f285214d5c41327e,1,47,125052.66666666667,325.06204535954697
i-0f472084ac3992ad9,1,47,126058.33333333333,261.28592257015
i-0009b7735dea24732,2,46,126450.66666666667,427.29654027774615
i-002f7e27ea3e0bc1c,2,46,123215.33333333333,248.52431135270115
i-007e12c9530b8cdea,2,46,122515.33333333333,294.52390961233425
i-008e6f72c7403b5d3,2,46,127146.33333333333,582.5472799123996
i-00ba7a56c944e5a25,2,46,126584.66666666667,229.31710213879032
i-00d71d40b42658392,2,46,123655.33333333333,242.26913409126783
i-01f539b055c2a5d34,2,46,126836.0,69.15923654870693
i-0243a74ede206f760,2,46,126725.66666666667,246.64617031961532
i-02765ba82e12781a4,2,46,123554.0,357.03081099535376
i-02ca0e36a4acaf9fc,2,46,124641.0,316.96529778510455
i-040dfb2d2a1990b9d,2,46,123902.0,35.34119409414458
i-048c3c6548c1a414a,2,46,125962.0,253.37916252130915
i-0507566c757134fb6,2,46,124209.66666666667,231.80451534284828
i-05e473f8ff82c1527,2,46,125899.0,379.86839826445157
i-067b2519b614c8f9d,2,46,123145.0,409.637644754483
i-06b96f53253b4cc2e,2,46,124580.33333333333,75.0755175362317
i-071a48cf857bce94f,2,46,123424.0,221.75887806353998
i-07379900fe80899d6,2,46,125030.0,450.15997156566465
i-0763ab86e85627573,2,46,117659.0,50.92150822589606
i-07998976f194caa97,2,46,124533.66666666667,277.83508297789206
i-07be1c77f6fdf8eda,2,46,124394.0,674.380456419075
i-07c76ac1348426483,2,46,123775.66666666667,393.98265613264215
i-0837f0f6a7a42ac68,2,46,125991.66666666667,388.19754421342327
i-084caea7d9c000ba9,2,46,123074.66666666667,252.5951965761281
i-08559b79281547ef2,2,46,124162.0,195.46866756592985
i-08e70b514c8c3cd5a,2,46,126861.0,402.31703916190276
i-08ff78a502245298a,2,46,126988.0,477.0670812370101
i-095d06d26dd29ecec,2,46,124126.33333333333,539.199715628014
i-0977cb2af690d36fd,2,46,128345.66666666667,118.4919125228954
i-09c658651b17c197e,2,46,124561.66666666667,273.10315511420646
i-0aecb3d1daeccc874,2,46,125068.0,93.6162379077476
i-0b138e3642a677559,2,46,123295.0,257.44708194112434
i-0b3a38b18367faa71,2,46,125701.0,90.42123644365851
i-0ba417327f988ba2b,2,46,123281.66666666667,122.51666553303225
i-0bfaa8f4e041c36fa,2,46,124397.66666666667,44.37717130837838
i-0c3e9f9e7b281edfe,2,46,128365.33333333333,263.7903207726435
i-0cc4b604b837f69d9,2,46,123714.0,282.324281633727
i-0d136c81f43ce8a29,2,46,126643.33333333333,364.1240631067035
i-0d1c421d52c368b29,2,46,122670.33333333333,267.7486383407629
i-0d44050a4e6a71d7c,2,46,123999.66666666667,215.35397217913786
i-0d6feb91baa545931,2,46,121818.33333333333,374.06728450017505
i-0dcfa6d3bc470d28d,2,46,125027.0,125.38341198101126
i-0e167bbfcd6a685f5,2,46,125747.66666666667,338.04930606840765
i-0ede59d8254436a40,2,46,127297.0,288.5324938373493
i-0f285214d5c41327e,2,46,126675.66666666667,187.25739860772737
i-0f472084ac3992ad9,2,46,126469.66666666667,246.82247331499954
i-0009b7735dea24732,3,45,127170.33333333333,192.36510425057048
i-002f7e27ea3e0bc1c,3,45,125858.0,367.89808371341104
i-007e12c9530b8cdea,3,45,125318.0,433.96197990146555
i-008e6f72c7403b5d3,3,45,127709.33333333333,242.09158046766598
i-00ba7a56c944e5a25,3,45,127472.0,297.56175829565194
i-00d71d40b42658392,3,45,126195.33333333333,481.0450429360382
i-01f539b055c2a5d34,3,45,127562.66666666667,94.29916931412312
i-0243a74ede206f760,3,45,127374.0,165.21803775617238
i-02765ba82e12781a4,3,45,125857.0,214.5437018418392
i-02ca0e36a4acaf9fc,3,45,125491.66666666667,375.4122178796727
i-040dfb2d2a1990b9d,3,45,126561.66666666667,215.5605096796123
i-048c3c6548c1a414a,3,45,126786.66666666667,415.88620238393946
i-0507566c757134fb6,3,45,127364.0,260.05191789333145
i-05e473f8ff82c1527,3,45,127071.0,329.40400726159965
i-067b2519b614c8f9d,3,45,126103.66666666667,112.17991501750103
i-06b96f53253b4cc2e,3,45,127051.33333333333,246.17338063513756
i-071a48cf857bce94f,3,45,125536.0,147.9290370414139
i-07379900fe80899d6,3,45,126115.33333333333,136.78206510114393
i-0763ab86e85627573,3,45,118435.66666666667,165.31585929164206
i-07998976f194caa97,3,45,127066.0,226.27637967759694
i-07be1c77f6fdf8eda,3,45,127237.33333333333,160.28204307823341
i-07c76ac1348426483,3,45,124766.0,208.0288441538817
i-0837f0f6a7a42ac68,3,45,127040.66666666667,49.521039299811854
i-084caea7d9c000ba9,3,45,125437.66666666667,430.6185473633642
i-08559b79281547ef2,3,45,126958.66666666667,301.40725494475686
i-08e70b514c8c3cd5a,3,45,127705.33333333333,117.93359713556343
i-08ff78a502245298a,3,45,127925.33333333333,178.00374527894795
i-095d06d26dd29ecec,3,45,127522.0,88.01704380402695
i-0977cb2af690d36fd,3,45,128967.33333333333,327.5672958848794
i-09c658651b17c197e,3,45,125702.0,207.0289834781594
i-0b138e3642a677559,3,45,125793.66666666667,372.71615652307673
i-0b3a38b18367faa71,3,45,126643.66666666667,235.55537211733062
i-0ba417327f988ba2b,3,45,126517.33333333333,84.89012506371799
i-0bfaa8f4e041c36fa,3,45,126813.66666666667,82.40347889096223
i-0c3e9f9e7b281edfe,3,45,129274.66666666667,290.2452985550916
i-0cc4b604b837f69d9,3,45,126214.0,160.70158679988197
i-0d136c81f43ce8a29,3,45,127383.0,274.534150881088
i-0d1c421d52c368b29,3,45,125035.0,185.92202666709505
i-0d44050a4e6a71d7c,3,45,126428.66666666667,79.68897874445145
i-0d6feb91baa545931,3,45,124465.33333333333,222.62150240561354
i-0dcfa6d3bc470d28d,3,45,127859.33333333333,521.0780491762565
i-0e167bbfcd6a685f5,3,45,126804.33333333333,254.51980931419126
i-0ede59d8254436a40,3,45,128155.0,196.40519341402356
i-0f285214d5c41327e,3,45,127759.66666666667,208.52178143621867
i-0f472084ac3992ad9,3,45,128930.33333333333,302.72815087687695
i-0009b7735dea24732,4,44,127250.33333333333,468.6473443148218
i-002f7e27ea3e0bc1c,4,44,127493.66666666667,465.02616413846323
i-007e12c9530b8cdea,4,44,126875.33333333333,466.4657900996958
i-008e6f72c7403b5d3,4,44,128233.0,140.80127840328723
i-00ba7a56c944e5a25,4,44,127302.66666666667,289.0957165599875
i-00d71d40b42658392,4,44,128699.0,170.7893439298834
i-01f539b055c2a5d34,4,44,127543.66666666667,156.3116545025764
i-0243a74ede206f760,4,44,127388.0,413.7426736511476
i-02765ba82e12781a4,4,44,127510.33333333333,204.47575243371244
i-02ca0e36a4acaf9fc,4,44,125542.0,702.563876099533
i-048c3c6548c1a414a,4,44,126550.33333333333,169.35564157515924
i-0507566c757134fb6,4,44,129365.33333333333,141.00472805311776
i-05e473f8ff82c1527,4,44,126948.66666666667,390.3041549014457
i-067b2519b614c8f9d,4,44,127210.0,326.501148543156
i-06b96f53253b4cc2e,4,44,128611.0,331.81320046074114
i-071a48cf857bce94f,4,44,127250.0,76.39371701913711
i-07379900fe80899d6,4,44,125877.66666666667,220.01893857878053
i-0763ab86e85627573,4,44,118088.33333333333,219.26316000033736
i-07998976f194caa97,4,44,128287.33333333333,163.96747644985476
i-07be1c77f6fdf8eda,4,44,128733.0,339.0176986530349
i-07c76ac1348426483,4,44,124045.66666666667,701.9332826795836
i-0837f0f6a7a42ac68,4,44,126865.0,231.92024491190932
i-084caea7d9c000ba9,4,44,126817.66666666667,260.2966256664378
i-08559b79281547ef2,4,44,128221.33333333333,427.13502939156643
i-08e70b514c8c3cd5a,4,44,127464.0,349.43239689530793
i-08ff78a502245298a,4,44,127727.0,224.9599964438122
i-095d06d26dd29ecec,4,44,129017.0,194.6561070195333
i-0977cb2af690d36fd,4,44,129156.0,303.1550758275375
i-09c658651b17c197e,4,44,125345.66666666667,160.88608806647642
i-0b138e3642a677559,4,44,127118.0,174.93998971075766
i-0b3a38b18367faa71,4,44,126667.33333333333,172.5871760396257
i-0ba417327f988ba2b,4,44,127763.33333333333,404.6978296622489
i-0bfaa8f4e041c36fa,4,44,128146.33333333333,217.9135914378317
i-0c3e9f9e7b281edfe,4,44,129650.0,150.46261994262895
i-0cc4b604b837f69d9,4,44,127898.66666666667,41.88476254359592
i-0d136c81f43ce8a29,4,44,127059.33333333333,177.9054055764858
i-0d1c421d52c368b29,4,44,126731.0,226.77962871475032
i-0d44050a4e6a71d7c,4,44,127900.33333333333,63.43763341529404
i-0d6feb91baa545931,4,44,126744.0,47.57099956906519
i-0dcfa6d3bc470d28d,4,44,129955.66666666667,477.4142156799822
i-0e167bbfcd6a685f5,4,44,126596.33333333333,61.64684366075102
i-0ede59d8254436a40,4,44,128256.33333333333,392.7407966246121
i-0f285214d5c41327e,4,44,127798.66666666667,298.973800412902
i-0f472084ac3992ad9,4,44,130378.33333333333,420.1099062547021
i-0009b7735dea24732,5,43,127360.0,67.7347768875044
i-002f7e27ea3e0bc1c,5,43,128680.0,214.25218785347326
i-007e12c9530b8cdea,5,43,128288.0,167.52014804195943
i-008e6f72c7403b5d3,5,43,128036.66666666667,55.509758901774354
i-00ba7a56c944e5a25,5,43,127362.0,261.9312886999184
i-00d71d40b42658392,5,43,130058.33333333333,305.14969004299184
i-01f539b055c2a5d34,5,43,127519.0,275.84234627772435
i-0243a74ede206f760,5,43,127366.0,77.87168933572714
i-02ca0e36a4acaf9fc,5,43,125592.0,445.5928634976103
i-048c3c6548c1a414a,5,43,126491.33333333333,129.51576480619372
i-0507566c757134fb6,5,43,130125.33333333333,299.5351954834894
i-05e473f8ff82c1527,5,43,127176.0,190.5492062434268
i-067b2519b614c8f9d,5,43,128229.33333333333,719.8932791277679
i-06b96f53253b4cc2e,5,43,130081.0,128.99224782908468
i-071a48cf857bce94f,5,43,128925.66666666667,536.9770324076549
i-07379900fe80899d6,5,43,125893.0,263.1710470397532
i-0763ab86e85627573,5,43,118510.66666666667,238.49807825920178
i-07998976f194caa97,5,43,129365.66666666667,380.12673325265087
i-07be1c77f6fdf8eda,5,43,129976.0,27.2213151776324
i-07c76ac1348426483,5,43,124595.66666666667,181.58285528466803
i-0837f0f6a7a42ac68,5,43,126866.66666666667,221.29693475810754
i-084caea7d9c000ba9,5,43,127917.0,187.5499933351105
i-08559b79281547ef2,5,43,129626.66666666667,272.31660495337735
i-08e70b514c8c3cd5a,5,43,127540.33333333333,378.90939990099844
i-08ff78a502245298a,5,43,127823.33333333333,228.34695823096234
i-095d06d26dd29ecec,5,43,130087.33333333333,395.22440882786447
i-0977cb2af690d36fd,5,43,129567.0,200.6713731452496
i-09c658651b17c197e,5,43,125609.0,112.46777316191515
i-0b138e3642a677559,5,43,128194.66666666667,276.7857173579088
i-0b3a38b18367faa71,5,43,126588.66666666667,286.1508925957316
i-0ba417327f988ba2b,5,43,129315.0,136.864896887405
i-0bfaa8f4e041c36fa,5,43,129343.66666666667,250.0726561088456
i-0c3e9f9e7b281edfe,5,43,129678.0,221.6100178241047
i-0cc4b604b837f69d9,5,43,128777.33333333333,347.00048030706495
i-0d136c81f43ce8a29,5,43,127105.66666666667,271.00061500545013
i-0d1c421d52c368b29,5,43,128596.33333333333,249.71450365033664
i-0d44050a4e6a71d7c,5,43,129187.0,149.96332885075606
i-0d6feb91baa545931,5,43,128535.66666666667,323.33006871204174
i-0dcfa6d3bc470d28d,5,43,131294.0,154.5736070614903
i-0e167bbfcd6a685f5,5,43,126828.0,167.91962362987834
i-0ede59d8254436a40,5,43,128432.66666666667,450.7308879290754
i-0f285214d5c41327e,5,43,127800.33333333333,358.5977319132587
i-0f472084ac3992ad9,5,43,131369.0,250.08798451744937
i-0009b7735dea24732,6,42,128788.33333333333,159.70702343144708
i-002f7e27ea3e0bc1c,6,42,128963.0,563.9849288766501
i-007e12c9530b8cdea,6,42,128298.0,148.29362764461592
i-008e6f72c7403b5d3,6,42,129392.66666666667,165.47003756974743
i-00ba7a56c944e5a25,6,42,128491.0,81.6639455328972
i-00d71d40b42658392,6,42,129847.33333333333,131.94822216814043
i-01f539b055c2a5d34,6,42,129040.66666666667,302.01379659434923
i-0243a74ede206f760,6,42,128817.0,217.0
i-02ca0e36a4acaf9fc,6,42,127144.66666666667,151.77066031790483
i-048c3c6548c1a414a,6,42,128157.0,238.9916316526585
i-0507566c757134fb6,6,42,130352.66666666667,367.30958785925367
i-067b2519b614c8f9d,6,42,129084.0,397.2870498770379
i-06b96f53253b4cc2e,6,42,129908.66666666667,262.3477336157761
i-071a48cf857bce94f,6,42,128989.0,276.78692165635283
i-07379900fe80899d6,6,42,127279.33333333333,457.9850798151963
i-0763ab86e85627573,6,42,119922.66666666667,296.3398949404797
i-07998976f194caa97,6,42,129480.66666666667,70.81195755897146
i-07be1c77f6fdf8eda,6,42,129958.66666666667,388.6660949109593
i-07c76ac1348426483,6,42,126500.33333333333,160.3756008042807
i-0837f0f6a7a42ac68,6,42,128753.0,137.85136923512948
i-084caea7d9c000ba9,6,42,128258.33333333333,140.4291042958432
i-08559b79281547ef2,6,42,129962.0,437.0308913566637
i-08e70b514c8c3cd5a,6,42,129051.66666666667,262.17805654427724
i-08ff78a502245298a,6,42,129708.0,230.41701326073994
i-095d06d26dd29ecec,6,42,130282.33333333333,210.2387531672839
i-0977cb2af690d36fd,6,42,130786.33333333333,72.11333672305743
i-09c658651b17c197e,6,42,127542.66666666667,259.01608701648973
i-0b138e3642a677559,6,42,128529.0,139.77481890526633
i-0b3a38b18367faa71,6,42,127792.33333333333,144.1954691844849
i-0ba417327f988ba2b,6,42,128760.0,73.32803011127464
i-0bfaa8f4e041c36fa,6,42,129388.0,93.37558567420072
i-0c3e9f9e7b281edfe,6,42,131040.33333333333,107.74661634284938
i-0cc4b604b837f69d9,6,42,128994.33333333333,239.53357454297125
i-0d136c81f43ce8a29,6,42,128920.33333333333,126.80825420031931
i-0d1c421d52c368b29,6,42,128613.66666666667,182.40705395716782
i-0d44050a4e6a71d7c,6,42,129195.0,212.5723406278437
i-0d6feb91baa545931,6,42,128305.0,253.1422524984717
i-0dcfa6d3bc470d28d,6,42,130935.0,124.74373731775074
i-0e167bbfcd6a685f5,6,42,128708.33333333333,184.0498120980675
i-0ede59d8254436a40,6,42,129901.0,78.46018098373213
i-0f285214d5c41327e,6,42,128836.33333333333,519.3277706163335
i-0f472084ac3992ad9,6,42,131530.66666666666,148.70216317637184
i-0009b7735dea24732,7,41,128912.0,326.07821147694
i-002f7e27ea3e0bc1c,7,41,133162.0,183.5755975068582
i-007e12c9530b8cdea,7,41,132339.66666666666,245.18632370777092
i-008e6f72c7403b5d3,7,41,129400.66666666667,391.26632021339606
i-00ba7a56c944e5a25,7,41,128595.33333333333,258.6142558586674
i-00d71d40b42658392,7,41,134312.33333333334,58.70547958524446
i-01f539b055c2a5d34,7,41,129307.66666666667,91.2432645916053
i-0243a74ede206f760,7,41,128764.66666666667,302.15945018042123
i-02ca0e36a4acaf9fc,7,41,127420.66666666667,256.88972991019597
i-048c3c6548c1a414a,7,41,128253.33333333333,53.35103872778027
i-0507566c757134fb6,7,41,134490.33333333334,369.5001127649817
i-067b2519b614c8f9d,7,41,133729.0,309.0355966551426
i-06b96f53253b4cc2e,7,41,134542.0,254.41894583540747
i-07379900fe80899d6,7,41,127507.0,81.6639455328972
i-0763ab86e85627573,7,41,119498.0,245.7702178865454
i-07998976f194caa97,7,41,133724.33333333334,228.86094759336285
i-07be1c77f6fdf8eda,7,41,134614.0,329.7923589169403
i-07c76ac1348426483,7,41,126462.66666666667,350.3374563664781
i-0837f0f6a7a42ac68,7,41,128777.33333333333,218.527648899021
i-084caea7d9c000ba9,7,41,132650.66666666666,203.77029551270454
i-08559b79281547ef2,7,41,134507.66666666666,344.35059653401305
i-08e70b514c8c3cd5a,7,41,129377.66666666667,225.10960293451328
i-08ff78a502245298a,7,41,129347.0,107.64292823962009
i-095d06d26dd29ecec,7,41,134774.66666666666,511.61150625580404
i-0977cb2af690d36fd,7,41,130667.33333333333,345.36405912215577
i-09c658651b17c197e,7,41,127380.66666666667,85.65239829294734
i-0b138e3642a677559,7,41,133135.33333333334,293.21721186406023
i-0b3a38b18367faa71,7,41,127935.0,226.9339110842626
i-0ba417327f988ba2b,7,41,133640.66666666666,115.81162866195193
i-0bfaa8f4e041c36fa,7,41,133810.33333333334,239.95277313116182
i-0c3e9f9e7b281edfe,7,41,130919.66666666667,639.7674056509408
i-0cc4b604b837f69d9,7,41,133057.66666666666,268.775618933956
i-0d136c81f43ce8a29,7,41,128609.66666666667,580.93143600027
i-0d1c421d52c368b29,7,41,133060.0,275.35250135054156
i-0d44050a4e6a71d7c,7,41,133614.0,153.92205819829724
i-0d6feb91baa545931,7,41,132496.33333333334,82.24556725644187
i-0dcfa6d3bc470d28d,7,41,135492.66666666666,171.46817002969536
i-0e167bbfcd6a685f5,7,41,128984.0,273.66585464759754
i-0ede59d8254436a40,7,41,129887.33333333333,196.61722542375108
i-0f285214d5c41327e,7,41,128839.66666666667,83.57830659527303
i-0f472084ac3992ad9,7,41,135533.66666666666,266.7064553649408
i-0009b7735dea24732,8,40,128812.66666666667,319.15095696759676
i-002f7e27ea3e0bc1c,8,40,134613.33333333334,18.87679351301971
i-007e12c9530b8cdea,8,40,133880.66666666666,99.47026356320258
i-008e6f72c7403b5d3,8,40,129945.33333333333,365.13604770459597
i-00ba7a56c944e5a25,8,40,129103.66666666667,474.50219528821106
i-00d71d40b42658392,8,40,135872.33333333334,194.67237434554497
i-01f539b055c2a5d34,8,40,129517.66666666667,183.9411137656118
i-0243a74ede206f760,8,40,128893.66666666667,120.01805419741167
i-02ca0e36a4acaf9fc,8,40,127740.66666666667,176.19402184334655
i-048c3c6548c1a414a,8,40,128519.33333333333,68.0685928555425
i-0507566c757134fb6,8,40,135838.66666666666,166.35604387377083
i-067b2519b614c8f9d,8,40,135161.66666666666,276.4079111265332
i-06b96f53253b4cc2e,8,40,135622.66666666666,259.55795756117976
i-07379900fe80899d6,8,40,128010.33333333333,256.03189905426314
i-0763ab86e85627573,8,40,120183.0,101.14840582035883
i-07998976f194caa97,8,40,135769.66666666666,182.08331426392067
i-07be1c77f6fdf8eda,8,40,135702.66666666666,148.80300176183871
i-07c76ac1348426483,8,40,126977.0,187.96010214936572
i-0837f0f6a7a42ac68,8,40,129069.66666666667,190.31640321668004
i-084caea7d9c000ba9,8,40,134318.0,143.41896666759246
i-08559b79281547ef2,8,40,135954.0,127.75366922323602
i-08e70b514c8c3cd5a,8,40,129217.0,356.2527192878673
i-08ff78a502245298a,8,40,129258.33333333333,284.7882254120317
i-095d06d26dd29ecec,8,40,136608.0,135.5322839769182
i-0977cb2af690d36fd,8,40,130775.33333333333,231.29490554989044
i-09c658651b17c197e,8,40,127566.66666666667,56.92392584259472
i-0b138e3642a677559,8,40,134611.33333333334,360.73998022582805
i-0b3a38b18367faa71,8,40,128298.66666666667,270.77912277967954
i-0ba417327f988ba2b,8,40,134930.66666666666,289.31874003135636
i-0bfaa8f4e041c36fa,8,40,135057.0,334.9820890734309
i-0c3e9f9e7b281edfe,8,40,131236.0,335.19695702676063
i-0cc4b604b837f69d9,8,40,134916.33333333334,146.50028441383503
i-0d136c81f43ce8a29,8,40,128808.66666666667,97.3361871727761
i-0d1c421d52c368b29,8,40,134423.66666666666,126.87526683058807
i-0d44050a4e6a71d7c,8,40,134652.33333333334,170.41811327828978
i-0d6feb91baa545931,8,40,134441.33333333334,118.68164699452282
i-0dcfa6d3bc470d28d,8,40,136930.66666666666,372.001792110375
i-0e167bbfcd6a685f5,8,40,128994.0,281.5599403324273
i-0ede59d8254436a40,8,40,130112.66666666667,115.31406390086815
i-0f285214d5c41327e,8,40,129346.33333333333,442.5769236339997
i-0009b7735dea24732,9,39,129295.33333333333,248.12160996844665
